".rownames","EmploymentStatus.fctr.predict.Final.rpart"
"42874","Not.in.Labor.Force"
"43682","Not.in.Labor.Force"
"43022","Not.in.Labor.Force"
"43810","Not.in.Labor.Force"
"43521","Not.in.Labor.Force"
"117351","Not.in.Labor.Force"
"42765","Not.in.Labor.Force"
"117838","Not.in.Labor.Force"
"117486","Not.in.Labor.Force"
"43522","Not.in.Labor.Force"
"42858","Not.in.Labor.Force"
"43736","Not.in.Labor.Force"
"117485","Not.in.Labor.Force"
"42764","Not.in.Labor.Force"
"6554","Not.in.Labor.Force"
"117112","Not.in.Labor.Force"
"12565","Not.in.Labor.Force"
"116956","Not.in.Labor.Force"
"117174","Not.in.Labor.Force"
"12564","Not.in.Labor.Force"
"7102","Not.in.Labor.Force"
"116816","Not.in.Labor.Force"
"15044","Not.in.Labor.Force"
"12040","Not.in.Labor.Force"
"8872","Not.in.Labor.Force"
"117003","Not.in.Labor.Force"
"13277","Not.in.Labor.Force"
"11400","Not.in.Labor.Force"
"10494","Not.in.Labor.Force"
"11277","Not.in.Labor.Force"
"14135","Not.in.Labor.Force"
"117038","Not.in.Labor.Force"
"117570","Not.in.Labor.Force"
"15104","Not.in.Labor.Force"
"115611","Not.in.Labor.Force"
"116914","Not.in.Labor.Force"
"13154","Not.in.Labor.Force"
"117000","Not.in.Labor.Force"
"11204","Not.in.Labor.Force"
"13276","Not.in.Labor.Force"
"13278","Not.in.Labor.Force"
"11134","Not.in.Labor.Force"
"15106","Not.in.Labor.Force"
"12032","Not.in.Labor.Force"
"116848","Not.in.Labor.Force"
"13156","Not.in.Labor.Force"
"9399","Not.in.Labor.Force"
"117365","Not.in.Labor.Force"
"13513","Not.in.Labor.Force"
"15103","Not.in.Labor.Force"
"14136","Not.in.Labor.Force"
"117244","Not.in.Labor.Force"
"8066","Not.in.Labor.Force"
"117306","Not.in.Labor.Force"
"116629","Not.in.Labor.Force"
"6618","Not.in.Labor.Force"
"10493","Not.in.Labor.Force"
"9046","Not.in.Labor.Force"
"14631","Not.in.Labor.Force"
"13512","Not.in.Labor.Force"
"12857","Not.in.Labor.Force"
"13410","Not.in.Labor.Force"
"8067","Not.in.Labor.Force"
"56388","Not.in.Labor.Force"
"7103","Not.in.Labor.Force"
"15723","Not.in.Labor.Force"
"13155","Not.in.Labor.Force"
"6617","Not.in.Labor.Force"
"116732","Not.in.Labor.Force"
"117728","Not.in.Labor.Force"
"7864","Not.in.Labor.Force"
"11990","Not.in.Labor.Force"
"9045","Not.in.Labor.Force"
"117239","Not.in.Labor.Force"
"116993","Not.in.Labor.Force"
"13516","Not.in.Labor.Force"
"117569","Not.in.Labor.Force"
"9427","Not.in.Labor.Force"
"12041","Not.in.Labor.Force"
"6614","Not.in.Labor.Force"
"12034","Not.in.Labor.Force"
"117631","Not.in.Labor.Force"
"116636","Not.in.Labor.Force"
"116765","Not.in.Labor.Force"
"8884","Not.in.Labor.Force"
"6450","Not.in.Labor.Force"
"12033","Not.in.Labor.Force"
"7863","Not.in.Labor.Force"
"116604","Not.in.Labor.Force"
"13514","Not.in.Labor.Force"
"11203","Not.in.Labor.Force"
"12650","Not.in.Labor.Force"
"117040","Not.in.Labor.Force"
"13120","Not.in.Labor.Force"
"10492","Not.in.Labor.Force"
"9763","Not.in.Labor.Force"
"13517","Not.in.Labor.Force"
"117092","Not.in.Labor.Force"
"8027","Not.in.Labor.Force"
"15399","Not.in.Labor.Force"
"6449","Not.in.Labor.Force"
"7105","Not.in.Labor.Force"
"7104","Not.in.Labor.Force"
"6515","Not.in.Labor.Force"
"11202","Not.in.Labor.Force"
"15398","Not.in.Labor.Force"
"9428","Not.in.Labor.Force"
"13515","Not.in.Labor.Force"
"6514","Not.in.Labor.Force"
"14073","Not.in.Labor.Force"
"10491","Not.in.Labor.Force"
"117739","Not.in.Labor.Force"
"31955","Not.in.Labor.Force"
"32131","Not.in.Labor.Force"
"32132","Not.in.Labor.Force"
"32142","Not.in.Labor.Force"
"32122","Not.in.Labor.Force"
"32262","Not.in.Labor.Force"
"31969","Not.in.Labor.Force"
"117265","Not.in.Labor.Force"
"32133","Not.in.Labor.Force"
"31956","Not.in.Labor.Force"
"32134","Not.in.Labor.Force"
"32123","Not.in.Labor.Force"
"32139","Not.in.Labor.Force"
"117451","Not.in.Labor.Force"
"60435","Not.in.Labor.Force"
"60690","Not.in.Labor.Force"
"61308","Not.in.Labor.Force"
"59949","Not.in.Labor.Force"
"60088","Not.in.Labor.Force"
"61305","Not.in.Labor.Force"
"61846","Not.in.Labor.Force"
"61381","Not.in.Labor.Force"
"60830","Not.in.Labor.Force"
"59950","Not.in.Labor.Force"
"60059","Not.in.Labor.Force"
"60443","Not.in.Labor.Force"
"60385","Not.in.Labor.Force"
"60058","Not.in.Labor.Force"
"60542","Not.in.Labor.Force"
"60829","Not.in.Labor.Force"
"94536","Not.in.Labor.Force"
"60199","Not.in.Labor.Force"
"60198","Not.in.Labor.Force"
"61958","Not.in.Labor.Force"
"61957","Not.in.Labor.Force"
"61784","Not.in.Labor.Force"
"60155","Not.in.Labor.Force"
"61304","Not.in.Labor.Force"
"60691","Not.in.Labor.Force"
"60557","Not.in.Labor.Force"
"61782","Not.in.Labor.Force"
"60444","Not.in.Labor.Force"
"60692","Not.in.Labor.Force"
"61955","Not.in.Labor.Force"
"60884","Not.in.Labor.Force"
"61980","Not.in.Labor.Force"
"61818","Not.in.Labor.Force"
"61781","Not.in.Labor.Force"
"61819","Not.in.Labor.Force"
"61822","Not.in.Labor.Force"
"60518","Not.in.Labor.Force"
"61643","Not.in.Labor.Force"
"60293","Not.in.Labor.Force"
"60383","Not.in.Labor.Force"
"60517","Not.in.Labor.Force"
"61892","Not.in.Labor.Force"
"61382","Not.in.Labor.Force"
"60382","Not.in.Labor.Force"
"61279","Not.in.Labor.Force"
"111212","Not.in.Labor.Force"
"61956","Not.in.Labor.Force"
"61320","Not.in.Labor.Force"
"60583","Not.in.Labor.Force"
"60381","Not.in.Labor.Force"
"60519","Not.in.Labor.Force"
"61503","Not.in.Labor.Force"
"61280","Not.in.Labor.Force"
"60294","Not.in.Labor.Force"
"61642","Not.in.Labor.Force"
"95157","Not.in.Labor.Force"
"61823","Not.in.Labor.Force"
"110699","Not.in.Labor.Force"
"61824","Not.in.Labor.Force"
"61319","Not.in.Labor.Force"
"20114","Not.in.Labor.Force"
"20029","Not.in.Labor.Force"
"20030","Not.in.Labor.Force"
"20209","Not.in.Labor.Force"
"20116","Not.in.Labor.Force"
"20113","Not.in.Labor.Force"
"19620","Not.in.Labor.Force"
"20000","Not.in.Labor.Force"
"19706","Not.in.Labor.Force"
"20264","Not.in.Labor.Force"
"20151","Not.in.Labor.Force"
"20067","Not.in.Labor.Force"
"19717","Not.in.Labor.Force"
"20265","Not.in.Labor.Force"
"20001","Not.in.Labor.Force"
"19622","Not.in.Labor.Force"
"19687","Not.in.Labor.Force"
"19619","Not.in.Labor.Force"
"19705","Not.in.Labor.Force"
"20266","Not.in.Labor.Force"
"19825","Not.in.Labor.Force"
"20115","Not.in.Labor.Force"
"19731","Not.in.Labor.Force"
"20101","Not.in.Labor.Force"
"94638","Not.in.Labor.Force"
"19621","Not.in.Labor.Force"
"19402","Not.in.Labor.Force"
"19718","Not.in.Labor.Force"
"19688","Not.in.Labor.Force"
"20145","Not.in.Labor.Force"
"19758","Not.in.Labor.Force"
"19759","Not.in.Labor.Force"
"20129","Not.in.Labor.Force"
"127750","Not.in.Labor.Force"
"127076","Not.in.Labor.Force"
"94482","Not.in.Labor.Force"
"127751","Not.in.Labor.Force"
"94934","Not.in.Labor.Force"
"127286","Not.in.Labor.Force"
"127275","Not.in.Labor.Force"
"127213","Not.in.Labor.Force"
"127669","Not.in.Labor.Force"
"127468","Not.in.Labor.Force"
"127134","Not.in.Labor.Force"
"127668","Not.in.Labor.Force"
"95057","Not.in.Labor.Force"
"94960","Not.in.Labor.Force"
"127748","Not.in.Labor.Force"
"127277","Not.in.Labor.Force"
"127590","Not.in.Labor.Force"
"127545","Not.in.Labor.Force"
"127749","Not.in.Labor.Force"
"127491","Not.in.Labor.Force"
"127771","Not.in.Labor.Force"
"127489","Not.in.Labor.Force"
"127276","Not.in.Labor.Force"
"127842","Not.in.Labor.Force"
"127546","Not.in.Labor.Force"
"127583","Not.in.Labor.Force"
"127145","Not.in.Labor.Force"
"94532","Not.in.Labor.Force"
"127288","Not.in.Labor.Force"
"128083","Not.in.Labor.Force"
"127589","Not.in.Labor.Force"
"127139","Not.in.Labor.Force"
"127582","Not.in.Labor.Force"
"127467","Not.in.Labor.Force"
"128084","Not.in.Labor.Force"
"127289","Not.in.Labor.Force"
"127287","Not.in.Labor.Force"
"127623","Not.in.Labor.Force"
"95060","Not.in.Labor.Force"
"87733","Not.in.Labor.Force"
"87716","Not.in.Labor.Force"
"86712","Not.in.Labor.Force"
"87687","Not.in.Labor.Force"
"87654","Not.in.Labor.Force"
"87844","Not.in.Labor.Force"
"87717","Not.in.Labor.Force"
"86713","Not.in.Labor.Force"
"87189","Not.in.Labor.Force"
"87845","Not.in.Labor.Force"
"87037","Not.in.Labor.Force"
"87180","Not.in.Labor.Force"
"46642","Not.in.Labor.Force"
"87839","Not.in.Labor.Force"
"71142","Not.in.Labor.Force"
"86488","Not.in.Labor.Force"
"86709","Not.in.Labor.Force"
"86873","Not.in.Labor.Force"
"86907","Not.in.Labor.Force"
"86487","Not.in.Labor.Force"
"87543","Not.in.Labor.Force"
"87306","Not.in.Labor.Force"
"86479","Not.in.Labor.Force"
"87055","Not.in.Labor.Force"
"87859","Not.in.Labor.Force"
"87607","Not.in.Labor.Force"
"87036","Not.in.Labor.Force"
"71175","Not.in.Labor.Force"
"86576","Not.in.Labor.Force"
"86478","Not.in.Labor.Force"
"87670","Not.in.Labor.Force"
"87645","Not.in.Labor.Force"
"87688","Not.in.Labor.Force"
"87798","Not.in.Labor.Force"
"86575","Not.in.Labor.Force"
"86906","Not.in.Labor.Force"
"87495","Not.in.Labor.Force"
"87646","Not.in.Labor.Force"
"87056","Not.in.Labor.Force"
"87190","Not.in.Labor.Force"
"86905","Not.in.Labor.Force"
"87860","Not.in.Labor.Force"
"86477","Not.in.Labor.Force"
"105543","Not.in.Labor.Force"
"105191","Not.in.Labor.Force"
"105192","Not.in.Labor.Force"
"105511","Not.in.Labor.Force"
"105360","Not.in.Labor.Force"
"71421","Not.in.Labor.Force"
"71323","Not.in.Labor.Force"
"105173","Not.in.Labor.Force"
"105506","Not.in.Labor.Force"
"105172","Not.in.Labor.Force"
"105373","Not.in.Labor.Force"
"71132","Not.in.Labor.Force"
"105317","Not.in.Labor.Force"
"105171","Not.in.Labor.Force"
"105278","Not.in.Labor.Force"
"46236","Not.in.Labor.Force"
"105663","Not.in.Labor.Force"
"105325","Not.in.Labor.Force"
"105277","Not.in.Labor.Force"
"105510","Not.in.Labor.Force"
"105652","Not.in.Labor.Force"
"105262","Not.in.Labor.Force"
"105664","Not.in.Labor.Force"
"105359","Not.in.Labor.Force"
"105499","Not.in.Labor.Force"
"105571","Not.in.Labor.Force"
"105205","Not.in.Labor.Force"
"105406","Not.in.Labor.Force"
"105405","Not.in.Labor.Force"
"105538","Not.in.Labor.Force"
"105441","Not.in.Labor.Force"
"105500","Not.in.Labor.Force"
"71318","Not.in.Labor.Force"
"105455","Not.in.Labor.Force"
"105454","Not.in.Labor.Force"
"71049","Not.in.Labor.Force"
"105345","Not.in.Labor.Force"
"105440","Not.in.Labor.Force"
"105568","Not.in.Labor.Force"
"66190","Not.in.Labor.Force"
"66210","Not.in.Labor.Force"
"66209","Not.in.Labor.Force"
"66216","Not.in.Labor.Force"
"66426","Not.in.Labor.Force"
"66333","Not.in.Labor.Force"
"66219","Not.in.Labor.Force"
"66324","Not.in.Labor.Force"
"66472","Not.in.Labor.Force"
"66478","Not.in.Labor.Force"
"66425","Not.in.Labor.Force"
"66413","Not.in.Labor.Force"
"66476","Not.in.Labor.Force"
"66156","Not.in.Labor.Force"
"66477","Not.in.Labor.Force"
"66150","Not.in.Labor.Force"
"57951","Not.in.Labor.Force"
"57778","Not.in.Labor.Force"
"57952","Not.in.Labor.Force"
"57775","Not.in.Labor.Force"
"57777","Not.in.Labor.Force"
"57774","Not.in.Labor.Force"
"57849","Not.in.Labor.Force"
"57850","Not.in.Labor.Force"
"57776","Not.in.Labor.Force"
"57790","Not.in.Labor.Force"
"57919","Not.in.Labor.Force"
"57825","Not.in.Labor.Force"
"57918","Not.in.Labor.Force"
"101107","Not.in.Labor.Force"
"101643","Not.in.Labor.Force"
"101476","Not.in.Labor.Force"
"101550","Not.in.Labor.Force"
"101486","Not.in.Labor.Force"
"101551","Not.in.Labor.Force"
"101485","Not.in.Labor.Force"
"101530","Not.in.Labor.Force"
"101123","Not.in.Labor.Force"
"101403","Not.in.Labor.Force"
"101470","Not.in.Labor.Force"
"101720","Not.in.Labor.Force"
"101392","Not.in.Labor.Force"
"101471","Not.in.Labor.Force"
"101383","Not.in.Labor.Force"
"101096","Not.in.Labor.Force"
"101302","Not.in.Labor.Force"
"70944","Not.in.Labor.Force"
"101736","Not.in.Labor.Force"
"101404","Not.in.Labor.Force"
"101182","Not.in.Labor.Force"
"101193","Not.in.Labor.Force"
"101266","Not.in.Labor.Force"
"101441","Not.in.Labor.Force"
"101097","Not.in.Labor.Force"
"101442","Not.in.Labor.Force"
"101303","Not.in.Labor.Force"
"101192","Not.in.Labor.Force"
"101185","Not.in.Labor.Force"
"101183","Not.in.Labor.Force"
"101642","Not.in.Labor.Force"
"101390","Not.in.Labor.Force"
"101301","Not.in.Labor.Force"
"71415","Not.in.Labor.Force"
"123048","Not.in.Labor.Force"
"122964","Not.in.Labor.Force"
"122915","Not.in.Labor.Force"
"122938","Not.in.Labor.Force"
"122916","Not.in.Labor.Force"
"122939","Not.in.Labor.Force"
"123157","Not.in.Labor.Force"
"123158","Not.in.Labor.Force"
"122940","Not.in.Labor.Force"
"123049","Not.in.Labor.Force"
"123155","Not.in.Labor.Force"
"123108","Not.in.Labor.Force"
"122963","Not.in.Labor.Force"
"123107","Not.in.Labor.Force"
"123156","Not.in.Labor.Force"
"123131","Not.in.Labor.Force"
"123163","Not.in.Labor.Force"
"70901","Not.in.Labor.Force"
"88821","Not.in.Labor.Force"
"88805","Not.in.Labor.Force"
"46913","Not.in.Labor.Force"
"88820","Not.in.Labor.Force"
"71261","Not.in.Labor.Force"
"88841","Not.in.Labor.Force"
"89009","Not.in.Labor.Force"
"89010","Not.in.Labor.Force"
"89041","Not.in.Labor.Force"
"88902","Not.in.Labor.Force"
"63005","Not.in.Labor.Force"
"62508","Not.in.Labor.Force"
"62829","Not.in.Labor.Force"
"62507","Not.in.Labor.Force"
"62908","Not.in.Labor.Force"
"62539","Not.in.Labor.Force"
"62540","Not.in.Labor.Force"
"62779","Not.in.Labor.Force"
"62938","Not.in.Labor.Force"
"62506","Not.in.Labor.Force"
"62909","Not.in.Labor.Force"
"62778","Not.in.Labor.Force"
"62780","Not.in.Labor.Force"
"62781","Not.in.Labor.Force"
"62934","Not.in.Labor.Force"
"35710","Not.in.Labor.Force"
"35860","Not.in.Labor.Force"
"35936","Not.in.Labor.Force"
"36729","Not.in.Labor.Force"
"35712","Not.in.Labor.Force"
"70852","Not.in.Labor.Force"
"35606","Not.in.Labor.Force"
"36622","Not.in.Labor.Force"
"35308","Not.in.Labor.Force"
"35873","Not.in.Labor.Force"
"35874","Not.in.Labor.Force"
"35941","Not.in.Labor.Force"
"71260","Not.in.Labor.Force"
"36691","Not.in.Labor.Force"
"35962","Not.in.Labor.Force"
"36521","Not.in.Labor.Force"
"36190","Not.in.Labor.Force"
"35677","Not.in.Labor.Force"
"35861","Not.in.Labor.Force"
"35241","Not.in.Labor.Force"
"36361","Not.in.Labor.Force"
"36398","Not.in.Labor.Force"
"35208","Disabled"
"36783","Not.in.Labor.Force"
"31616","Not.in.Labor.Force"
"36591","Not.in.Labor.Force"
"35892","Not.in.Labor.Force"
"36035","Not.in.Labor.Force"
"36535","Not.in.Labor.Force"
"31017","Not.in.Labor.Force"
"35607","Not.in.Labor.Force"
"35669","Not.in.Labor.Force"
"31742","Not.in.Labor.Force"
"35224","Not.in.Labor.Force"
"30623","Not.in.Labor.Force"
"36372","Not.in.Labor.Force"
"36537","Not.in.Labor.Force"
"35897","Not.in.Labor.Force"
"47323","Not.in.Labor.Force"
"35930","Not.in.Labor.Force"
"35384","Not.in.Labor.Force"
"36402","Not.in.Labor.Force"
"35989","Not.in.Labor.Force"
"47271","Not.in.Labor.Force"
"35411","Not.in.Labor.Force"
"35415","Not.in.Labor.Force"
"35235","Not.in.Labor.Force"
"48026","Not.in.Labor.Force"
"35426","Not.in.Labor.Force"
"35645","Not.in.Labor.Force"
"36235","Not.in.Labor.Force"
"36208","Not.in.Labor.Force"
"36536","Not.in.Labor.Force"
"35297","Not.in.Labor.Force"
"30624","Not.in.Labor.Force"
"35898","Not.in.Labor.Force"
"35816","Not.in.Labor.Force"
"36036","Not.in.Labor.Force"
"36071","Not.in.Labor.Force"
"35796","Not.in.Labor.Force"
"47979","Not.in.Labor.Force"
"35991","Not.in.Labor.Force"
"31134","Not.in.Labor.Force"
"35706","Not.in.Labor.Force"
"29764","Not.in.Labor.Force"
"35420","Not.in.Labor.Force"
"35419","Not.in.Labor.Force"
"35530","Not.in.Labor.Force"
"36409","Not.in.Labor.Force"
"47702","Not.in.Labor.Force"
"36015","Not.in.Labor.Force"
"28758","Not.in.Labor.Force"
"36400","Not.in.Labor.Force"
"36401","Not.in.Labor.Force"
"36396","Not.in.Labor.Force"
"28880","Not.in.Labor.Force"
"35240","Not.in.Labor.Force"
"35903","Not.in.Labor.Force"
"36663","Not.in.Labor.Force"
"30598","Not.in.Labor.Force"
"35545","Not.in.Labor.Force"
"35843","Not.in.Labor.Force"
"36423","Not.in.Labor.Force"
"35626","Not.in.Labor.Force"
"36608","Not.in.Labor.Force"
"27418","Not.in.Labor.Force"
"36039","Not.in.Labor.Force"
"35929","Not.in.Labor.Force"
"35270","Not.in.Labor.Force"
"36589","Not.in.Labor.Force"
"30011","Not.in.Labor.Force"
"36170","Not.in.Labor.Force"
"28505","Not.in.Labor.Force"
"36399","Not.in.Labor.Force"
"36072","Not.in.Labor.Force"
"35314","Not.in.Labor.Force"
"29727","Not.in.Labor.Force"
"35461","Not.in.Labor.Force"
"30616","Not.in.Labor.Force"
"36723","Not.in.Labor.Force"
"36540","Not.in.Labor.Force"
"36224","Not.in.Labor.Force"
"87294","Not.in.Labor.Force"
"35245","Not.in.Labor.Force"
"36626","Not.in.Labor.Force"
"112168","Not.in.Labor.Force"
"36495","Not.in.Labor.Force"
"87186","Not.in.Labor.Force"
"36430","Not.in.Labor.Force"
"30629","Not.in.Labor.Force"
"35483","Not.in.Labor.Force"
"29937","Not.in.Labor.Force"
"36041","Not.in.Labor.Force"
"36040","Not.in.Labor.Force"
"31327","Not.in.Labor.Force"
"36380","Not.in.Labor.Force"
"35990","Not.in.Labor.Force"
"35325","Not.in.Labor.Force"
"36635","Not.in.Labor.Force"
"36607","Not.in.Labor.Force"
"30012","Not.in.Labor.Force"
"35705","Not.in.Labor.Force"
"36730","Not.in.Labor.Force"
"30015","Not.in.Labor.Force"
"36047","Not.in.Labor.Force"
"31188","Not.in.Labor.Force"
"36453","Not.in.Labor.Force"
"36716","Not.in.Labor.Force"
"35508","Not.in.Labor.Force"
"29433","Not.in.Labor.Force"
"125454","Not.in.Labor.Force"
"125299","Not.in.Labor.Force"
"31328","Not.in.Labor.Force"
"36004","Not.in.Labor.Force"
"35679","Not.in.Labor.Force"
"36008","Not.in.Labor.Force"
"113949","Not.in.Labor.Force"
"36779","Not.in.Labor.Force"
"35324","Not.in.Labor.Force"
"35374","Not.in.Labor.Force"
"35814","Not.in.Labor.Force"
"36359","Not.in.Labor.Force"
"36686","Not.in.Labor.Force"
"36034","Not.in.Labor.Force"
"35489","Not.in.Labor.Force"
"35490","Not.in.Labor.Force"
"36151","Not.in.Labor.Force"
"36150","Not.in.Labor.Force"
"14670","Not.in.Labor.Force"
"36384","Not.in.Labor.Force"
"36310","Not.in.Labor.Force"
"35543","Not.in.Labor.Force"
"28578","Not.in.Labor.Force"
"36397","Not.in.Labor.Force"
"35961","Not.in.Labor.Force"
"35630","Not.in.Labor.Force"
"35307","Not.in.Labor.Force"
"36516","Not.in.Labor.Force"
"35642","Not.in.Labor.Force"
"30889","Not.in.Labor.Force"
"35213","Not.in.Labor.Force"
"36684","Not.in.Labor.Force"
"35225","Not.in.Labor.Force"
"36207","Not.in.Labor.Force"
"36649","Not.in.Labor.Force"
"29057","Not.in.Labor.Force"
"31020","Not.in.Labor.Force"
"36222","Not.in.Labor.Force"
"35350","Not.in.Labor.Force"
"36661","Not.in.Labor.Force"
"36780","Not.in.Labor.Force"
"35544","Not.in.Labor.Force"
"35323","Not.in.Labor.Force"
"36754","Not.in.Labor.Force"
"35263","Not.in.Labor.Force"
"35269","Not.in.Labor.Force"
"35931","Not.in.Labor.Force"
"36580","Not.in.Labor.Force"
"36033","Not.in.Labor.Force"
"36579","Not.in.Labor.Force"
"42702","Not.in.Labor.Force"
"36046","Not.in.Labor.Force"
"46781","Not.in.Labor.Force"
"36710","Not.in.Labor.Force"
"36340","Not.in.Labor.Force"
"36353","Not.in.Labor.Force"
"36609","Not.in.Labor.Force"
"42640","Not.in.Labor.Force"
"128803","Not.in.Labor.Force"
"36615","Not.in.Labor.Force"
"36178","Not.in.Labor.Force"
"35640","Not.in.Labor.Force"
"36410","Not.in.Labor.Force"
"36637","Not.in.Labor.Force"
"36746","Not.in.Labor.Force"
"36311","Not.in.Labor.Force"
"36092","Not.in.Labor.Force"
"36529","Not.in.Labor.Force"
"36328","Not.in.Labor.Force"
"36473","Not.in.Labor.Force"
"35236","Not.in.Labor.Force"
"36333","Not.in.Labor.Force"
"36553","Not.in.Labor.Force"
"35568","Not.in.Labor.Force"
"35354","Not.in.Labor.Force"
"36558","Not.in.Labor.Force"
"36228","Not.in.Labor.Force"
"36234","Not.in.Labor.Force"
"35768","Not.in.Labor.Force"
"12879","Not.in.Labor.Force"
"36028","Not.in.Labor.Force"
"10180","Not.in.Labor.Force"
"35375","Not.in.Labor.Force"
"35376","Not.in.Labor.Force"
"35713","Not.in.Labor.Force"
"36027","Not.in.Labor.Force"
"35733","Not.in.Labor.Force"
"35436","Not.in.Labor.Force"
"36177","Not.in.Labor.Force"
"6025","Not.in.Labor.Force"
"35349","Not.in.Labor.Force"
"36660","Not.in.Labor.Force"
"35531","Not.in.Labor.Force"
"36625","Not.in.Labor.Force"
"36199","Not.in.Labor.Force"
"35437","Not.in.Labor.Force"
"36315","Not.in.Labor.Force"
"6167","Not.in.Labor.Force"
"35675","Not.in.Labor.Force"
"36472","Not.in.Labor.Force"
"35488","Not.in.Labor.Force"
"36769","Not.in.Labor.Force"
"35463","Not.in.Labor.Force"
"35464","Not.in.Labor.Force"
"36339","Not.in.Labor.Force"
"36120","Not.in.Labor.Force"
"36232","Not.in.Labor.Force"
"36633","Not.in.Labor.Force"
"35366","Not.in.Labor.Force"
"36062","Not.in.Labor.Force"
"36463","Not.in.Labor.Force"
"16116","Not.in.Labor.Force"
"36491","Not.in.Labor.Force"
"36275","Not.in.Labor.Force"
"9335","Not.in.Labor.Force"
"35507","Not.in.Labor.Force"
"35401","Not.in.Labor.Force"
"36175","Not.in.Labor.Force"
"35516","Not.in.Labor.Force"
"36616","Not.in.Labor.Force"
"36002","Not.in.Labor.Force"
"35313","Not.in.Labor.Force"
"36258","Not.in.Labor.Force"
"36229","Not.in.Labor.Force"
"35214","Not.in.Labor.Force"
"36029","Not.in.Labor.Force"
"36571","Not.in.Labor.Force"
"35234","Not.in.Labor.Force"
"36582","Not.in.Labor.Force"
"35581","Not.in.Labor.Force"
"35921","Not.in.Labor.Force"
"35262","Not.in.Labor.Force"
"36223","Not.in.Labor.Force"
"27537","Not.in.Labor.Force"
"35797","Not.in.Labor.Force"
"29425","Not.in.Labor.Force"
"36276","Not.in.Labor.Force"
"36600","Not.in.Labor.Force"
"36067","Not.in.Labor.Force"
"35299","Not.in.Labor.Force"
"35298","Not.in.Labor.Force"
"35593","Not.in.Labor.Force"
"36552","Not.in.Labor.Force"
"35983","Not.in.Labor.Force"
"36525","Not.in.Labor.Force"
"35984","Not.in.Labor.Force"
"36745","Not.in.Labor.Force"
"36636","Not.in.Labor.Force"
"35650","Not.in.Labor.Force"
"36263","Not.in.Labor.Force"
"35441","Not.in.Labor.Force"
"36351","Not.in.Labor.Force"
"35734","Not.in.Labor.Force"
"36744","Not.in.Labor.Force"
"30807","Not.in.Labor.Force"
"28339","Not.in.Labor.Force"
"35372","Not.in.Labor.Force"
"35631","Not.in.Labor.Force"
"35787","Not.in.Labor.Force"
"35786","Not.in.Labor.Force"
"36775","Not.in.Labor.Force"
"35431","Not.in.Labor.Force"
"36501","Not.in.Labor.Force"
"35512","Not.in.Labor.Force"
"31916","Not.in.Labor.Force"
"36581","Not.in.Labor.Force"
"36767","Not.in.Labor.Force"
"36112","Not.in.Labor.Force"
"42397","Not.in.Labor.Force"
"35982","Not.in.Labor.Force"
"35651","Not.in.Labor.Force"
"58511","Not.in.Labor.Force"
"29291","Not.in.Labor.Force"
"27372","Not.in.Labor.Force"
"36316","Not.in.Labor.Force"
"35922","Not.in.Labor.Force"
"28164","Not.in.Labor.Force"
"35443","Not.in.Labor.Force"
"36650","Not.in.Labor.Force"
"30386","Not.in.Labor.Force"
"36583","Not.in.Labor.Force"
"36119","Not.in.Labor.Force"
"36018","Not.in.Labor.Force"
"35735","Not.in.Labor.Force"
"36617","Not.in.Labor.Force"
"36651","Not.in.Labor.Force"
"36219","Not.in.Labor.Force"
"35788","Not.in.Labor.Force"
"36764","Not.in.Labor.Force"
"35615","Not.in.Labor.Force"
"36554","Not.in.Labor.Force"
"36379","Not.in.Labor.Force"
"31641","Not.in.Labor.Force"
"36761","Not.in.Labor.Force"
"28165","Not.in.Labor.Force"
"36756","Not.in.Labor.Force"
"31011","Not.in.Labor.Force"
"36233","Not.in.Labor.Force"
"35515","Not.in.Labor.Force"
"35981","Not.in.Labor.Force"
"36341","Not.in.Labor.Force"
"36454","Not.in.Labor.Force"
"36385","Not.in.Labor.Force"
"35362","Not.in.Labor.Force"
"35582","Not.in.Labor.Force"
"36461","Not.in.Labor.Force"
"36489","Not.in.Labor.Force"
"36117","Not.in.Labor.Force"
"36763","Not.in.Labor.Force"
"36762","Not.in.Labor.Force"
"41168","Not.in.Labor.Force"
"40985","Not.in.Labor.Force"
"36490","Not.in.Labor.Force"
"35442","Not.in.Labor.Force"
"36116","Not.in.Labor.Force"
"35517","Not.in.Labor.Force"
"35259","Not.in.Labor.Force"
"35363","Not.in.Labor.Force"
"36059","Not.in.Labor.Force"
"39010","Not.in.Labor.Force"
"35435","Not.in.Labor.Force"
"74592","Not.in.Labor.Force"
"36298","Not.in.Labor.Force"
"35614","Not.in.Labor.Force"
"36441","Not.in.Labor.Force"
"35491","Not.in.Labor.Force"
"36440","Not.in.Labor.Force"
"36127","Not.in.Labor.Force"
"36338","Not.in.Labor.Force"
"74549","Not.in.Labor.Force"
"36128","Not.in.Labor.Force"
"36442","Not.in.Labor.Force"
"35760","Not.in.Labor.Force"
"99907","Not.in.Labor.Force"
"36016","Not.in.Labor.Force"
"36131","Not.in.Labor.Force"
"36019","Not.in.Labor.Force"
"35765","Not.in.Labor.Force"
"35469","Not.in.Labor.Force"
"24105","Not.in.Labor.Force"
"36595","Not.in.Labor.Force"
"36089","Not.in.Labor.Force"
"36413","Not.in.Labor.Force"
"35942","Not.in.Labor.Force"
"36376","Not.in.Labor.Force"
"36455","Not.in.Labor.Force"
